START graph_IMDB_BINARY_pagerank_curriculum: Sun 21 Jun 2026 12:26:12 AM CST
COMMAND: /root/miniconda3/envs/graphmae/bin/python main_graph.py --dataset IMDB-BINARY --device 0 --use_cfg --mask_strategy pagerank_curriculum --pagerank_mask_ratio 0.15 --pagerank_mask_steps 5 --pagerank_iters 20 --pagerank_damping 0.85 --seeds 0 1 2 3 4 5
2026-06-21 00:26:15,591 - INFO - Using best configs
------ Use best configs ------
Namespace(activation='prelu', alpha_l=1, attn_drop=0.1, batch_size=32, concat_hidden=False, dataset='IMDB-BINARY', decoder='gin', deg4feat=False, degree_mask_power=1.0, degree_mask_ratio=0.3, device=0, drop_edge_rate=0.0, encoder='gin', in_drop=0.2, linear_prob=True, load_model=False, logging=False, loss_fn='sce', lr=0.00015, lr_f=0.005, mask_rate=0.5, mask_strategy='pagerank_curriculum', max_epoch=60, max_epoch_f=500, negative_slope=0.2, norm='batchnorm', num_heads=2, num_hidden=512, num_layers=2, num_out_heads=1, optimizer='adam', pagerank_damping=0.85, pagerank_iters=20, pagerank_mask_ratio=0.15, pagerank_mask_steps=5, pooling='mean', replace_rate=0.0, residual=False, save_model=False, scheduler=False, seeds=[0, 1, 2, 3, 4, 5], use_cfg=True, warmup_steps=-1, weight_decay=0.0, weight_decay_f=0.0)
Using degree as node features
******** # Num Graphs: 1000, # Num Feat: 271, # Num Classes: 2 ********
####### Run 0 for seed 0

  0%|          | 0/60 [00:00<?, ?it/s]/root/miniconda3/envs/graphmae/lib/python3.8/site-packages/dgl/backend/pytorch/tensor.py:352: UserWarning: TypedStorage is deprecated. It will be removed in the future and UntypedStorage will be the only storage class. This should only matter to you if you are using storages directly.  To access UntypedStorage directly, use tensor.untyped_storage() instead of tensor.storage()
  assert input.numel() == input.storage().size(), "Cannot convert view " \

Epoch 0 | train_loss: 0.6412:   0%|          | 0/60 [00:01<?, ?it/s]
Epoch 0 | train_loss: 0.6412:   2%|▏         | 1/60 [00:01<01:05,  1.12s/it]
Epoch 1 | train_loss: 0.4079:   2%|▏         | 1/60 [00:01<01:05,  1.12s/it]
Epoch 1 | train_loss: 0.4079:   3%|▎         | 2/60 [00:01<00:43,  1.34it/s]
Epoch 2 | train_loss: 0.3414:   3%|▎         | 2/60 [00:02<00:43,  1.34it/s]
Epoch 2 | train_loss: 0.3414:   5%|▌         | 3/60 [00:02<00:37,  1.51it/s]
Epoch 3 | train_loss: 0.3112:   5%|▌         | 3/60 [00:02<00:37,  1.51it/s]
Epoch 3 | train_loss: 0.3112:   7%|▋         | 4/60 [00:02<00:36,  1.54it/s]
Epoch 4 | train_loss: 0.3006:   7%|▋         | 4/60 [00:03<00:36,  1.54it/s]
Epoch 4 | train_loss: 0.3006:   8%|▊         | 5/60 [00:03<00:35,  1.56it/s]
Epoch 5 | train_loss: 0.2908:   8%|▊         | 5/60 [00:04<00:35,  1.56it/s]
Epoch 5 | train_loss: 0.2908:  10%|█         | 6/60 [00:04<00:34,  1.58it/s]
Epoch 6 | train_loss: 0.2822:  10%|█         | 6/60 [00:04<00:34,  1.58it/s]
Epoch 6 | train_loss: 0.2822:  12%|█▏        | 7/60 [00:04<00:31,  1.66it/s]
Epoch 7 | train_loss: 0.2632:  12%|█▏        | 7/60 [00:05<00:31,  1.66it/s]
Epoch 7 | train_loss: 0.2632:  13%|█▎        | 8/60 [00:05<00:30,  1.71it/s]
Epoch 8 | train_loss: 0.2574:  13%|█▎        | 8/60 [00:05<00:30,  1.71it/s]
Epoch 8 | train_loss: 0.2574:  15%|█▌        | 9/60 [00:05<00:30,  1.69it/s]
Epoch 9 | train_loss: 0.2558:  15%|█▌        | 9/60 [00:06<00:30,  1.69it/s]
Epoch 9 | train_loss: 0.2558:  17%|█▋        | 10/60 [00:06<00:29,  1.71it/s]
Epoch 10 | train_loss: 0.2465:  17%|█▋        | 10/60 [00:06<00:29,  1.71it/s]
Epoch 10 | train_loss: 0.2465:  18%|█▊        | 11/60 [00:06<00:27,  1.78it/s]
Epoch 11 | train_loss: 0.2436:  18%|█▊        | 11/60 [00:07<00:27,  1.78it/s]
Epoch 11 | train_loss: 0.2436:  20%|██        | 12/60 [00:07<00:28,  1.69it/s]
Epoch 12 | train_loss: 0.2465:  20%|██        | 12/60 [00:08<00:28,  1.69it/s]
Epoch 12 | train_loss: 0.2465:  22%|██▏       | 13/60 [00:08<00:28,  1.67it/s]
Epoch 13 | train_loss: 0.2373:  22%|██▏       | 13/60 [00:08<00:28,  1.67it/s]
Epoch 13 | train_loss: 0.2373:  23%|██▎       | 14/60 [00:08<00:27,  1.69it/s]
Epoch 14 | train_loss: 0.2333:  23%|██▎       | 14/60 [00:09<00:27,  1.69it/s]
Epoch 14 | train_loss: 0.2333:  25%|██▌       | 15/60 [00:09<00:26,  1.71it/s]
Epoch 15 | train_loss: 0.2289:  25%|██▌       | 15/60 [00:09<00:26,  1.71it/s]
Epoch 15 | train_loss: 0.2289:  27%|██▋       | 16/60 [00:09<00:25,  1.70it/s]
Epoch 16 | train_loss: 0.2372:  27%|██▋       | 16/60 [00:10<00:25,  1.70it/s]
Epoch 16 | train_loss: 0.2372:  28%|██▊       | 17/60 [00:10<00:25,  1.67it/s]
Epoch 17 | train_loss: 0.2251:  28%|██▊       | 17/60 [00:11<00:25,  1.67it/s]
Epoch 17 | train_loss: 0.2251:  30%|███       | 18/60 [00:11<00:26,  1.62it/s]
Epoch 18 | train_loss: 0.2269:  30%|███       | 18/60 [00:11<00:26,  1.62it/s]
Epoch 18 | train_loss: 0.2269:  32%|███▏      | 19/60 [00:11<00:25,  1.63it/s]
Epoch 19 | train_loss: 0.2233:  32%|███▏      | 19/60 [00:12<00:25,  1.63it/s]
Epoch 19 | train_loss: 0.2233:  33%|███▎      | 20/60 [00:12<00:23,  1.68it/s]
Epoch 20 | train_loss: 0.2329:  33%|███▎      | 20/60 [00:12<00:23,  1.68it/s]
Epoch 20 | train_loss: 0.2329:  35%|███▌      | 21/60 [00:12<00:23,  1.68it/s]
Epoch 21 | train_loss: 0.2226:  35%|███▌      | 21/60 [00:13<00:23,  1.68it/s]
Epoch 21 | train_loss: 0.2226:  37%|███▋      | 22/60 [00:13<00:24,  1.57it/s]
Epoch 22 | train_loss: 0.2096:  37%|███▋      | 22/60 [00:14<00:24,  1.57it/s]
Epoch 22 | train_loss: 0.2096:  38%|███▊      | 23/60 [00:14<00:23,  1.58it/s]
Epoch 23 | train_loss: 0.2189:  38%|███▊      | 23/60 [00:14<00:23,  1.58it/s]
Epoch 23 | train_loss: 0.2189:  40%|████      | 24/60 [00:14<00:22,  1.63it/s]
Epoch 24 | train_loss: 0.2104:  40%|████      | 24/60 [00:15<00:22,  1.63it/s]
Epoch 24 | train_loss: 0.2104:  42%|████▏     | 25/60 [00:15<00:20,  1.69it/s]
